235,92
238,92
18,9
20,9
22,9
24,9
26,9
23,9
27,9
32,17
34,17
36,17
38,17
40,17
42,17
44,17
47,17
70,35
72,35
75,35
78,35
80,35
82,35
84,35
86,35
88,35
120,53
122,53
128,53
130,53
133,53
135,53
136,53
200,85
202,85
204,85
206,85
208,85
210,85
212,85
214,85
216,85
218,85
220,85
222,85
