786,234Pa,143,91,2.412*10^4,beta-,234
787,135I,82,53,2.365*10^4,beta-,135
788,107Cd,59,48,2.340*10^4,beta+,107
789,82mRb,45,37,2.330*10^4,"beta+,IT ",82
790,153Dy,87,66,2.304*10^4,"beta+,alpha ",153
791,127Cs,72,55,2.250*10^4,beta+,127
792,228Ac,139,89,2.214*10^4,beta-,228
793,99mTc,56,43,2.162*10^4,"IT,beta- ",99
794,145Pr,86,59,2.154*10^4,beta-,145
795,189mOs,113,76,2.092*10^4,IT,189
796,207Po,123,84,2.088*10^4,"beta+,alpha ",207
797,90Mo,48,42,2.002*10^4,beta+,90
798,257Md,156,101,1.987*10^4,"EC,alpha ",257
799,111mPd,65,46,1.980*10^4,"IT,beta- ",111
800,139mNd,79,60,1.980*10^4,"beta+,IT ",139
801,180mHf,108,72,1.969*10^4,"IT,beta- ",180
802,209At,124,85,1.948*10^4,"beta+,alpha ",209
803,113Ag,66,47,1.933*10^4,beta-,113
804,156m2Tb,91,65,1.908*10^4,IT ,156
805,198Tl,117,81,1.908*10^4,beta+,198
806,251Fm,151,100,1.908*10^4,"beta+,alpha ",251
807,138Nd,78,60,1.814*10^4,beta+,138
808,160mHo,93,67,1.807*10^4,"IT,beta+ ",160
809,118mSb,67,51,1.800*10^4,beta+,118
810,243Pu,149,94,1.784*10^4,beta-,243
811,192Au,113,79,1.778*10^4,beta+,192
812,110In,61,49,1.764*10^4,beta+,110
813,133mCe,75,58,1.764*10^4,beta+,133
814,94Tc,51,43,1.758*10^4,beta+,94
815,85mY,46,39,1.750*10^4,"beta+,IT ",85
816,73Ga,42,31,1.750*10^4,beta-,73
817,192Hg,112,80,1.746*10^4,beta+,192
818,132La,75,57,1.728*10^4,beta+,132
819,99mRh,54,45,1.692*10^4,"beta+,IT ",99
820,267Db,162,105,1.656*10^4,SF,267
821,179Lu,108,71,1.652*10^4,beta-,179
822,81Rb,44,37,1.645*10^4,beta+,81
823,243Bk,146,97,1.620*10^4,"beta+,alpha ",243
824,115mIn,66,49,1.615*10^4,"IT,beta- ",115
825,85mKr,49,36,1.613*10^4,"beta-,IT ",85
826,105Ru,61,44,1.598*10^4,beta-,105
827,80mBr,45,35,1.591*10^4,IT,80
828,139Pr,80,59,1.588*10^4,beta+,139
829,129Sb,78,51,1.584*10^4,beta-,129
830,244Bk,147,97,1.566*10^4,"beta+,alpha ",244
831,109In,60,49,1.512*10^4,beta+,109
832,184Hf,112,72,1.483*10^4,beta-,184
833,149Tb,84,65,1.482*10^4,"beta+,alpha ",149
834,110Sn,60,50,1.480*10^4,beta+,110
835,44Sc,23,21,1.429*10^4,beta+,44
836,71mZn,41,30,1.426*10^4,"beta-,IT ",71
837,141La,84,57,1.411*10^4,beta-,141
838,133La,76,57,1.408*10^4,beta+,133
839,43Sc,22,21,1.401*10^4,beta+,43
840,195mIr,118,77,1.368*10^4,"beta-,IT ",195
841,193Hg,113,80,1.368*10^4,beta+,193
842,176mLu,105,71,1.319*10^4,"beta-,EC ",176
843,262Lr,159,103,1.296*10^4,"SF,beta+,alpha",262
844,202mPb,120,82,1.274*10^4,"IT,beta+ ",202
845,92Y,53,39,1.274*10^4,beta-,92
846,204Po,120,84,1.271*10^4,"beta+,alpha ",204
847,132Ce,74,58,1.264*10^4,beta+,132
848,150Tb,85,65,1.253*10^4,"beta+,alpha ",150
849,117mCd,69,48,1.210*10^4,beta-,117
850,61Cu,32,29,1.200*10^4,beta+,61
851,209Pb,127,82,1.171*10^4,beta-,209
852,254Fm,154,100,1.166*10^4,"alpha,SF ",254
853,250Bk,153,97,1.156*10^4,beta-,250
854,161Er,93,68,1.156*10^4,beta+,161
855,190mRe,115,75,1.152*10^4,"beta- ,IT",190
856,90mY,51,39,1.148*10^4,"IT,beta- ",90
857,191Au,112,79,1.145*10^4,beta+,191
858,173Ta,100,73,1.130*10^4,beta+,173
859,112Ag,65,47,1.127*10^4,beta-,112
860,247Cf,149,98,1.120*10^4,"beta+,alpha ",247
861,184Ir,107,77,1.112*10^4,beta+,184
862,190m3Ir,113,77,1.111*10^4,"beta+,IT ",190
863,45Ti,23,22,1.109*10^4,beta+,45
864,167Ho,100,67,1.081*10^4,beta-,167
865,264Lr,161,103,1.081*10^4,SF,264
866,134Sm,72,62,1.048*10^4,IT,134
867,239Cm,143,96,1.044*10^4,"beta+,alpha ",239
868,197Tl,116,81,1.022*10^4,beta+,197
869,88Kr,52,36,1.022*10^4,beta-,88
870,38S,22,16,1.022*10^4,beta-,38
871,87mSr,49,38,1.013*10^4,"IT,EC ",87
872,117Sb,66,51,1.008*10^4,beta+,117
873,224Ac,135,89,1.001*10^4,"beta+,alpha ",224
874,93Tc,50,43,9.900*10^3,beta+,93
875,85Y,46,39,9.648*10^3,beta+,85
876,150Pm,89,61,9.648*10^3,beta-,150
877,92Sr,54,38,9.576*10^3,beta-,92
878,256Fm,156,100,9.456*10^3,"SF,alpha ",256
879,31Si,17,14,9.438*10^3,beta-,31
880,56Mn,31,25,9.284*10^3,beta-,56
881,65Ni,37,28,9.062*10^3,beta-,65
882,195Ir,118,77,9*10^3,beta-,195
883,176W,102,74,9.000*10^3,beta+,176
884,117Cd,69,48,8.964*10^3,beta-,117
885,116Te,64,52,8.964*10^3,beta+,116
886,141Nd,81,60,8.964*10^3,beta+,141
887,161Ho,94,67,8.928*10^3,beta+,161
888,210Rn,124,86,8.640*10^3,"alpha ,beta+",210
889,198Pb,116,82,8.640*10^3,beta+,198
890,238Cm,142,96,8.640*10^3,"beta+,alpha",238
891,83Br,48,35,8.640*10^3,beta-,83
892,152Dy,86,66,8.568*10^3,"beta+,alpha ",152
893,178mTa,105,73,8.496*10^3,beta+,178
894,187Pt,109,78,8.460*10^3,beta+,187
895,165Dy,99,66,8.402*10^3,beta-,165
896,132I,79,53,8.262*10^3,beta-,132
897,158Er,90,68,8.244*10^3,beta+,158
898,66Ge,34,32,8.136*10^3,beta+,66
899,129Ba,73,56,8.028*10^3,beta+,129
900,150Sm,88,62,7.992*10^3,"beta+,alpha ",150
901,177W,103,74,7.920*10^3,beta+,177
902,106mRh,61,45,7.860*10^3,beta-,106
903,129mBa,73,56,7.776*10^3,"beta+,IT ",129
904,138mPr,79,59,7.632*10^3,beta+,138
905,121I,68,53,7.632*10^3,beta+,121
906,127Sn,77,50,7.560*10^3,beta-,127
907,123Xe,69,54,7.488*10^3,beta+,123
908,186Pt,108,78,7.488*10^3,"beta+,alpha ",186
909,245Am,150,95,7.380*10^3,beta-,245
910,89Nb,48,41,7.308*10^3,beta+,89
911,195mOs,119,76,7.2*10^3,"beta-,IT ",195
912,117mIn,68,49,6.972*10^3,"beta-,IT ",117
913,186mIr,109,77,6.912*10^3,"beta+,IT ",186
914,177Yb,107,70,6.880*10^3,beta-,177
915,198mTl,117,81,6.732*10^3,"beta+,IT ",198
916,196Tl,115,81,6.624*10^3,beta+,196
917,83m2Kr,47,36,6.588*10^3,IT,83
918,18F,9,9,6.585*10^3,beta+,18
919,41Ar,23,18,6.577*10^3,beta-,41
920,163Tm,94,69,6.516*10^3,beta+,163
921,239Pa,148,91,6.480*10^3,beta-,239
922,201Bi,118,83,6.480*10^3,"beta+,alpha",201
923,207At,122,85,6.480*10^3,"beta+,alpha ",207
924,224Rn,138,86,6.420*10^3,beta-,224
925,80Sr,42,38,6.378*10^3,beta+,80
926,181Os,105,76,6.300*10^3,beta+,181
927,205Po,121,84,6.264*10^3,"beta+,alpha ",205
928,149Nd,89,60,6.221*10^3,beta-,149
929,202Bi,119,83,6.192*10^3,"beta+,alpha ",202
930,249Es,150,99,6.132*10^3,"beta+~,alpha ",249
931,147Tb,82,65,6.120*10^3,beta+,147
932,87Zr,47,40,6.048*10^3,beta+,87
933,126Ba,70,56,6.000*10^3,beta+,126
934,113mIn,64,49,5.968*10^3,IT,113
935,61Co,34,27,5.940*10^3,beta-,61
936,95Ru,51,44,5.915*10^3,beta+,95
937,238Am,143,95,5.880*10^3,"beta+,alpha ",238
938,208At,123,85,5.868*10^3,"beta+,alpha ",208
939,133Ce,75,58,5.82*10^3,beta+,133
940,75Br,40,35,5.802*10^3,beta+,75
941,152m5Eu,89,63,5.76*10^3,IT,152
942,259Md,158,101,5.760*10^3,"SF,alpha ",259
943,197mPt,119,78,5.725*10^3,"IT,beta- ",197
944,230Ra,142,88,5.580*10^3,beta-,230
945,142La,85,57,5.466*10^3,beta-,142
946,78As,45,33,5.442*10^3,beta-,78
947,199Pb,117,82,5.400*10^3,beta+,199
948,78Ge,46,32,5.280*10^3,beta-,78
949,255Cf,157,98,5.100*10^3,beta-,255
950,196mTl,115,81,5.076*10^3,"beta+,IT ",196
951,196mIr,119,77,5.040*10^3,"beta-,IT ",196
952,132mI,79,53,4.993*10^3,"IT,beta- ",132
953,139Ba,83,56,4.984*10^3,beta-,139
954,75Ge,43,32,4.967*10^3,beta-,75
955,120I,67,53,4.896*10^3,beta+,120
956,266Db,161,105,4.8*10^3,"alpha ?,SF ?,beta+ ?",266
957,256Md,155,101,4.620*10^3,"beta+,alpha ",256
958,137Pr,78,59,4.608*10^3,beta+,137
959,87Kr,51,36,4.578*10^3,beta-,87
960,164Yb,94,70,4.548*10^3,beta+,164
961,163Er,95,68,4.500*10^3,beta+,163
962,77Kr,41,36,4.464*10^3,beta+,77
963,178Yb,108,70,4.440*10^3,beta-,178
964,237Am,142,95,4.380*10^3,"beta+,alpha ",237
965,142Sm,80,62,4.349*10^3,beta+,142
966,97Nb,56,41,4.326*10^3,beta-,97
967,185Pt,107,78,4.254*10^3,beta+,185
968,195Tl,114,81,4.176*10^3,beta+,195
969,129Te,77,52,4.176*10^3,beta-,129
970,104Ag,57,47,4.152*10^3,beta+,104
971,110mIn,61,49,4.146*10^3,beta+,110
972,174Ta,101,73,4.104*10^3,beta+,174
973,68Ga,37,31,4.063*10^3,beta+,68
974,85mSr,47,38,4.058*10^3,"IT,beta+ ",85
975,190mIr,113,77,4.032*10^3,IT,190
976,162mHo,95,67,4.020*10^3,"IT,beta+ ",162
977,204m2Pb,122,82,4.016*10^3,IT,204
978,89mNb,48,41,3.96*10^3,beta+,89
979,103Ag,56,47,3.942*10^3,beta+,103
980,249Cm,153,96,3.849*10^3,beta-,249
981,183Hf,111,72,3.841*10^3,beta-,183
982,229Ac,140,89,3.762*10^3,beta-,229
983,117Te,65,52,3.720*10^3,beta+,117
984,240Np,147,93,3.714*10^3,beta-,240
985,182mHf,110,72,3.69*10^3,"beta-,IT ",182
986,212Bi,129,83,3.633*10^3,"beta-,alpha ",212
987,116mSb,65,51,3.618*10^3,beta+,116
988,148Tb,83,65,3.600*10^3,beta+,148
989,270Db,165,105,3.600*10^3,"alpha,SF,gamma?",270
1000,211Po,127,84,0.515*10^0,alpha,211
1001,204At,119,85,5.502*10^2,beta+,204
1002,206At,121,85,1.8403*10^3,beta+,206
1003,220At,135,85,2.232*10^2,beta-,220
1004,80Br,45,35,1.0608*10^3,beta-,80
1005,219Rn,133,86,3.93*10^0,alpha,219
1006,215Po,131,84,0.1781*10^-1,"alpha,beta-",215
1007,211Pb,129,82,2.167*10^3,beta-,211
1008,211Bi,128,83,1.284*10^2,"alpha,beta-",211
1009,207Tl,126,81,2.862*10^2,beta-,207
1010,215At,130,85,1.022*10^-3,alpha,215
1011,223Fr,136,87,1.320*10^3,"beta-,alpha",223
1012,218Po,134,84,1.858*10^2,alpha,218
1013,214Po,130,84,1.64*10^-4,alpha,214
1014,214Pb,132,82,1.609*10^3,beta-,214
1015,214Bi,131,83,1.188*10^3,beta-,214
1016,206Tl,125,81,2.521*10^2,beta-,206
1017,206Hg,126,80,4.992*10^2,beta-,206
